PhraseID,LevelID,LevelName_EN,TopicName_EN,SubtopicName_EN,Esperanto,English,日本語,中文,한국어,Русский язык
366,9,Expert 1,Basic Sentences,Short Questions & Answers,Ankaŭ mi ne,Neither do I.,私もそうではありません。,我也没有。,저도 아니에요.,Я тоже.
367,9,Expert 1,Basic Sentences,Short Questions & Answers,Kio okazas ĉi tie?,What's happening here?,ここで何が起きているのですか？,这里发生了什么？,여기서 무슨 일이 일어나고 있나요?,Что здесь происходит?
368,9,Expert 1,Basic Sentences,Short Questions & Answers,Kion vi volas diri?,What do you mean?,どういう意味ですか？,你是什么意思？,무슨 뜻인가요?,Что ты имеешь в виду?
369,10,Expert 2,Basic Sentences,Short Questions & Answers,Ĉu ne?,Isn't it so?,そうじゃありませんか？,不是吗？,그렇지 않나요?,Разве это не так?
370,10,Expert 2,Basic Sentences,Short Questions & Answers,Kion mi faru?,What should I do?,どうすればいいですか？,我该怎么办？,어떻게 해야 하나요?,Что мне делать?
371,10,Expert 2,Basic Sentences,Short Questions & Answers,Ne gravas,It doesn't matter.,気にしなくていいよ。,没关系。,상관없어요.,Это не важно.
372,10,Expert 2,Basic Sentences,Short Questions & Answers,"Ju pli frue, des pli bone",The sooner the better.,早ければ早いほどいいです。,越快越好。,빠를수록 좋습니다.,"Чем раньше, тем лучше."
373,10,Expert 2,Basic Sentences,Short Questions & Answers,"Nu, mi neniam aŭdis pri li","Well, I've never heard about him.",そうなんですね、彼のことは聞いたことがありません。,嗯，我从来没听说过他。,"글쎄요, 저는 그 사람에 대해 들어본 적이 없어요.","Ну, я никогда о нём не слышал."
374,10,Expert 2,Basic Sentences,Short Questions & Answers,Ĉu mi povus havi vian atenton?,"Could I have your attention, please?",皆さま、少々ご注目いただけますでしょうか。,请大家注意一下。,잠시 주목해 주시겠어요?,"Не могли бы вы уделить мне внимание, пожалуйста?"
375,2,Beginner 2,Basic Sentences,Congratulations,Gratulon!,Congratulations!,おめでとうございます！,恭喜你！,축하합니다!,Поздравляю!
376,2,Beginner 2,Basic Sentences,Congratulations,Feliĉan naskiĝtagon!,Happy Birthday!,お誕生日おめでとう！,生日快乐！,생일 축하해요!,С Днём Рождения!
377,2,Beginner 2,Basic Sentences,Congratulations,Feliĉajn festotagojn!,Happy Holidays!,良い休日をお過ごしください！,节日快乐！,즐거운 연말 보내세요!,С праздниками!
378,2,Beginner 2,Basic Sentences,Congratulations,Feliĉan Novan Jaron!,Happy New Year!,明けましておめでとうございます！,新年快乐！,새해 복 많이 받으세요!,С Новым Годом!
379,3,Intermediate 1,Basic Sentences,Congratulations,Feliĉan Kristnaskon!,Merry Christmas!,メリークリスマス！,圣诞快乐！,메리 크리스마스!,Счастливого Рождества!
380,3,Intermediate 1,Basic Sentences,Congratulations,Feliĉan Paskon!,Happy Easter!,イースターおめでとうございます！,复活节快乐！,행복한 부활절 보내세요!,Счастливой Пасхи!
381,3,Intermediate 1,Basic Sentences,Congratulations,Feliĉan Ĥanukon!,Happy Hanukkah!,ハヌカおめでとうございます！,光明节快乐！,해피 하누카!,Счастливой Хануки!
382,3,Intermediate 1,Basic Sentences,Congratulations,Feliĉan datrevenon!,Happy Anniversary!,記念日おめでとうございます！,周年快乐！,기념일 축하해요!,С годовщиной!
383,4,Intermediate 2,Basic Sentences,Congratulations,Miaj sinceraj gratuloj!,My sincere congratulations!,心よりお祝い申し上げます。,衷心祝贺！,진심으로 축하드립니다!,Мои искренние поздравления!
384,4,Intermediate 2,Basic Sentences,Congratulations,"Bonege! Ni sciis, ke vi sukcesos!",Well done! We knew you could do it!,よくやったね！君ならできると信じてたよ！,干得好！我们就知道你一定能做到！,잘했어요! 해낼 수 있을 거라고 믿었어요!,"Молодец! Мы знали, что ты справишься!"
385,4,Intermediate 2,Basic Sentences,Congratulations,Multajn feliĉajn jarojn!,Many happy returns!,お誕生日おめでとうございます！,祝你幸福长久！,행복한 날 되세요!,Желаю долгих лет жизни!
386,5,Intermediate 3,Basic Sentences,Congratulations,Feliĉan Tagon de Sankta Valenteno!,Happy Valentine's Day!,ハッピーバレンタインデー！,情人节快乐！,해피 발렌타인 데이!,С Днём святого Валентина!
387,5,Intermediate 3,Basic Sentences,Congratulations,Feliĉan Patrintagon!,Happy Mother's Day!,母の日おめでとう！,母亲节快乐！,어머니의 날 축하드려요!,С Днём матери!
388,5,Intermediate 3,Basic Sentences,Congratulations,Feliĉan Divalon!,Happy Diwali to you!,ディワリおめでとうございます！,祝你排灯节快乐！,행복한 디왈리 보내세요!,Поздравляю тебя с Дивали!
389,4,Intermediate 2,Basic Sentences,Congratulations,Permesu al mi gratuli vin,Let me congratulate you.,おめでとうございます。,让我祝贺你。,축하드립니다.,Позвольте вас поздравить.
390,6,Advanced 1,Basic Sentences,Congratulations,Gratulon pro via diplomiĝo!,Congratulations on your graduation!,ご卒業おめでとうございます！,祝贺你毕业了！,졸업을 진심으로 축하합니다!,Поздравляю с окончанием университета!
391,6,Advanced 1,Basic Sentences,Congratulations,Gratulon pro la nova laborposteno!,Congratulations on getting the job!,就職おめでとうございます！,恭喜你找到新工作！,취업을 축하해요!,Поздравляю с приёмом на работу!
392,6,Advanced 1,Basic Sentences,Congratulations,Gratulon pro via novnaskito,Congratulations on your new baby.,ご出産おめでとうございます。,恭喜你喜获新生宝宝。,아기의 탄생을 진심으로 축하드립니다.,Поздравляю с новорождённым.
393,6,Advanced 1,Basic Sentences,Congratulations,Feliĉan Dankotagon!,Happy Thanksgiving!,感謝祭おめでとうございます！,感恩节快乐！,추수감사절 잘 보내세요!,Счастливого Дня Благодарения!
394,5,Intermediate 3,Basic Sentences,Congratulations,Feliĉan Ramadanon!,Happy Ramadan!,ラマダンおめでとうございます。,斋月快乐！,라마단을 축하합니다!,С Рамаданом!
395,10,Expert 2,Basic Sentences,Congratulations,Permesu al mi unue gratuli vin,Let me be the first to congratulate you.,まずは私からお祝いを申し上げます。,让我第一个向你表示祝贺。,제가 가장 먼저 축하드리고 싶어요.,Позвольте мне первым поздравить вас.
396,8,Advanced 3,Basic Sentences,Congratulations,Gratulon pro via akcepto en la universitaton!,Well done on getting into university!,大学合格おめでとう！,恭喜你考上大学！,대학교에 합격하신 것을 축하드려요!,Поздравляю с поступлением в университет!
397,8,Advanced 3,Basic Sentences,Congratulations,Gratulon pro la trapaso de viaj ekzamenoj!,Congratulations on passing your exams!,試験合格おめでとうございます！,恭喜你通过考试！,시험에 합격하신 것을 축하드립니다!,Поздравляю со сдачей экзаменов!
398,8,Advanced 3,Basic Sentences,Congratulations,Gratulojn pro via magistra grado!,Congratulations on getting your Master's!,修士号の取得、おめでとうございます！,恭喜你获得硕士学位！,석사 학위 취득을 축하드려요!,Поздравляю с получением степени магистра!
399,8,Advanced 3,Basic Sentences,Congratulations,Gratulon pro la trapaso de via stirekzameno!,Congratulations on passing your driving test!,運転免許試験の合格、おめでとうございます！,恭喜你通过了驾照考试！,운전면허 시험에 합격하신 것을 축하드려요!,"Поздравляю тебя с тем, что ты сдал на права!"
400,10,Expert 2,Basic Sentences,Congratulations,Gratulojn pro via novnaskita filineto!,Congratulations on the arrival of your new baby girl!,女の子のご誕生おめでとうございます。,恭喜你喜得千金！,새로운 아기 딸의 탄생을 진심으로 축하드려요!,Поздравляю вас с новорождённой малышкой!
401,10,Expert 2,Basic Sentences,Congratulations,"Mi certas, ke vi estos mirindaj gepatroj",I'm sure you will be wonderful parents.,きっと素晴らしいご両親になりますよ。,我相信你们一定会成为很棒的父母。,분명히 두 분은 훌륭한 부모가 되실 거예요.,"Я уверена, что вы будете чудесными родителями."
402,10,Expert 2,Basic Sentences,Congratulations,Ni ĝojas anonci la naskiĝon de nia filo,We are happy to announce the birth of our son.,私たちに男の子が誕生しましたことをご報告いたします。,我们很高兴地宣布，我们的儿子出生了。,저희 아들의 탄생을 기쁘게 알립니다.,Мы рады сообщить о рождении нашего сына.
403,2,Beginner 2,General Conversation,Languages,Mi ŝatas la bengalan,I like Bengali.,ベンガル語が好きです。,我喜欢孟加拉语。,저는 벵골어를 좋아해요.,Мне нравится бенгальский.
404,2,Beginner 2,General Conversation,Languages,Mi parolas la rumanan,I speak Romanian.,私はルーマニア語を話します。,我会说罗马尼亚语。,저는 루마니아어를 할 수 있어요.,Я говорю по-румынски.
405,2,Beginner 2,General Conversation,Languages,Ĉu ŝi parolas la tajan?,Does she speak Thai?,彼女はタイ語を話せますか？,她会说泰语吗？,그녀는 태국어를 할 수 있나요?,Она говорит по-тайски?
406,2,Beginner 2,General Conversation,Languages,Mi lernas la urduon,I'm learning Urdu.,ウルドゥー語を勉強しています。,我正在学习乌尔都语。,저는 우르두어를 배우고 있어요.,Я учу урду.
407,4,Intermediate 2,General Conversation,Languages,Mi parolas du lingvojn,I speak two languages.,私は二か国語を話します。,我会说两种语言。,저는 두 가지 언어를 할 수 있어요.,Я говорю на двух языках.
408,4,Intermediate 2,General Conversation,Languages,Mi ne parolas la hispanan,I don't speak Spanish.,スペイン語は話せません。,我不会说西班牙语。,저는 스페인어를 하지 못해요.,Я не говорю по-испански.
409,4,Intermediate 2,General Conversation,Languages,Ĝi estas facila lingvo,It's an easy language.,簡単な言語です。,这是一门简单的语言。,쉬운 언어예요.,Это простой язык.
410,5,Intermediate 3,General Conversation,Languages,Mi lernis ĝin en la lernejo,I learnt it at school.,学校で習いました。,我是在学校学到的。,저는 그것을 학교에서 배웠어요.,Я выучила его в школе.
411,5,Intermediate 3,General Conversation,Languages,Mi sekvis kurson,I took a course.,講座を受講しました。,我上了一门课。,저는 강의를 들었어요.,Я прошла курс.
412,5,Intermediate 3,General Conversation,Languages,Mi mem lernis ĝin,I taught myself.,独学しました。,我自学的。,저는 독학했어요.,Я выучил его сам.
413,4,Intermediate 2,General Conversation,Languages,Kiu parolas la persan?,Who speaks Persian?,ペルシャ語を話すのは誰ですか。,谁会说波斯语？,누가 페르시아어를 말하나요?,Кто говорит по-персидски?
414,6,Advanced 1,General Conversation,Languages,Ni parolu slovene,Let's speak in Slovenian.,スロベニア語で話しましょう。,让我们用斯洛文尼亚语交流。,슬로베니아어로 대화해 봅시다.,Давай говорить на словенском.
415,6,Advanced 1,General Conversation,Languages,Vi parolas tre bone azerbajĝane,You speak very good Azeri.,あなたはアゼルバイジャン語がとてもお上手ですね。,你的阿塞拜疆语说得很好。,아제르바이잔어를 정말 잘하시네요.,Ты говоришь очень хорошо по-азербайджански.
416,6,Advanced 1,General Conversation,Languages,Ĉu vi parolas la japanan?,Do you speak Japanese?,日本語を話せますか？,你会说日语吗？,일본어를 할 줄 아세요?,Ты говоришь на японском?
417,6,Advanced 1,General Conversation,Languages,"Jes, sed mi ne parolas ĝin tre bone","Yes, but I don't speak it very well.",はい、でもあまり上手に話せません。,是的，但我说得不是很好。,"네, 하지만 잘 하지는 못해요.","Да, но я говорю на нём не очень хорошо."
418,7,Advanced 2,General Conversation,Languages,Mi simple bezonas praktiki,I just need to practise.,あとは練習するだけです。,我只是需要多练习。,저는 그냥 연습이 필요해요.,Мне просто нужно попрактиковаться.
419,7,Advanced 2,General Conversation,Languages,Mi iom perdis la praktikon,I'm a little out of practice.,少し勘が鈍っています。,我有点生疏了。,조금 감이 떨어졌어요.,Мне немного не хватает практики.
420,7,Advanced 2,General Conversation,Languages,Mi povas komuniki itale,I can get by in Italian.,イタリア語はなんとか話せます。,我会一点意大利语，能应付基本交流。,저는 이탈리아어로 간단한 의사소통은 할 수 있어요.,Я могу изъясняться по-итальянски.
421,5,Intermediate 3,General Conversation,Languages,Via tagaloga estas tre bona,Your Tagalog is very good.,タガログ語がお上手ですね。,你的塔加洛语说得很好。,당신의 타갈로그어 실력이 정말 뛰어나네요.,У тебя очень хороший тагальский.
422,7,Advanced 2,General Conversation,Languages,Mi provas lerni la malajan,I'm trying to learn Malay.,マレー語を勉強しようとしています。,我正在学习马来语。,저는 말레이어를 배우려고 하고 있어요.,Я пытаюсь учить малайский.
423,8,Advanced 3,General Conversation,Languages,Bonvolu paroli latve,Please speak in Latvian.,ラトビア語で話してください。,请用拉脱维亚语交流。,라트비아어로 말씀해 주세요.,"Пожалуйста, говори на латвийском."
424,8,Advanced 3,General Conversation,Languages,Mia denaska lingvo estas la norvega,My native language is Norwegian.,私の母語はノルウェー語です。,我的母语是挪威语。,제 모국어는 노르웨이어예요.,Мой родной язык - норвежский.
425,8,Advanced 3,General Conversation,Languages,Kiujn lingvojn vi povas paroli?,What languages can you speak?,どの言語を話せますか？,你会说哪些语言？,어떤 언어를 할 수 있나요?,На каких языках вы можете говорить?
426,8,Advanced 3,General Conversation,Languages,"Mi parolas la francan, la hispanan kaj iomete la slovakan","I speak French, Spanish, and a little Slovak.",私はフランス語とスペイン語が話せて、スロバキア語も少し話せます。,我会说法语、西班牙语，还会一点斯洛伐克语。,"저는 프랑스어, 스페인어, 그리고 슬로바키아어를 조금 할 수 있어요.","Я говорю на французском, испанском и немного на словацком."
427,8,Advanced 3,General Conversation,Languages,Ĉu iu ĉi tie parolas la svedan?,Does anyone here speak Swedish?,こちらにスウェーデン語を話せる方はいらっしゃいますか？,这里有人会说瑞典语吗？,여기 스웨덴어를 할 수 있는 분 계신가요?,Кто-нибудь здесь говорит по-шведски?
428,10,Expert 2,General Conversation,Languages,Mi parolas nur tre malmulte la nederlandan,I only speak a very little Dutch.,私はオランダ語がほんの少ししか話せません。,我只会一点点荷兰语。,저는 네덜란드어를 아주 조금만 할 수 있어요.,Я только совсем немного говорю по-голландски.
429,10,Expert 2,General Conversation,Languages,Kie vi lernis la finnan?,Where did you learn your Finnish?,フィンランド語はどこで習ったのですか？,你是在哪里学的芬兰语？,핀란드어는 어디에서 배우셨나요?,Где ты выучила финский?
430,10,Expert 2,General Conversation,Languages,Mi perfekte regas la araban lingvon,I've got an excellent command of Arabic.,アラビア語には非常に堪能です。,我精通阿拉伯语。,저는 아랍어를 능숙하게 구사합니다.,Я отлично владею арабским.
431,10,Expert 2,General Conversation,Languages,Mi ŝatus praktiki mian portugalan,I'd like to practise my Portuguese.,ポルトガル語を練習したいです。,我想练习我的葡萄牙语。,포르투갈어를 연습하고 싶어요.,Я бы хотела попрактиковаться в португальском.
432,10,Expert 2,General Conversation,Languages,Mi lernas la indonezian jam de unu monato,I've been learning Indonesian for one month.,インドネシア語を勉強し始めてから1ヶ月になります。,我已经学习印尼语一个月了。,저는 인도네시아어를 한 달째 배우고 있어요.,Я изучаю индонезийский один месяц.
433,1,Beginner 1,General Conversation,Making Yourself Understood,Ĉu vi komprenas?,Do you understand?,わかりますか？,你明白了吗？,이해하시나요?,Вы понимаете?
434,1,Beginner 1,General Conversation,Making Yourself Understood,Mi komprenas,I understand.,承知しました。,我明白了。,알겠습니다.,Я понимаю.
435,1,Beginner 1,General Conversation,Making Yourself Understood,Mi ne komprenas,I don't understand.,わかりません。,我不明白。,이해하지 못하겠어요.,Я не понимаю.
436,1,Beginner 1,General Conversation,Making Yourself Understood,Provu diri tion,Try to say it.,言ってみてください。,试着说出来。,한번 말해 보세요.,Попробуй это сказать.
437,2,Beginner 2,General Conversation,Making Yourself Understood,Ĉu vi komprenas la germanan?,Do you understand German?,ドイツ語がわかりますか？,你听得懂德语吗？,독일어를 이해하시나요?,Ты понимаешь немецкий?
438,2,Beginner 2,General Conversation,Making Yourself Understood,Ĉu vi povus ripeti tion?,Can you repeat that?,もう一度言っていただけますか？,你能再说一遍吗？,다시 한 번 말씀해 주시겠어요?,Не могли бы вы повторить?
439,2,Beginner 2,General Conversation,Making Yourself Understood,Ĉu tio estas ĝusta?,Is that right?,それで合っていますか？,这样对吗？,맞나요?,Это правильно?
440,2,Beginner 2,General Conversation,Making Yourself Understood,Ĉu tio estas malĝusta?,Is that wrong?,それは間違っていますか？,这样不对吗？,그게 잘못된 건가요?,Это неправильно?
441,5,Intermediate 3,General Conversation,Making Yourself Understood,Kiel ĉi tio nomiĝas?,What's this called?,これは何と呼ばれていますか？,这个叫什么？,이것을 뭐라고 하나요?,Как это называется?
442,5,Intermediate 3,General Conversation,Making Yourself Understood,Bonvolu noti ĝin,Please write it down.,書き留めてください。,请写下来。,적어 주세요.,"Запиши это, пожалуйста."
443,4,Intermediate 2,General Conversation,Making Yourself Understood,Mi ne parolas vian lingvon,I do not speak your language.,私はあなたの言葉を話せません。,我不会说你的语言。,저는 당신의 언어를 할 줄 모릅니다.,Я не говорю на вашем языке.
444,4,Intermediate 2,General Conversation,Making Yourself Understood,"Ĉu vi komprenis, kion mi diris?",Did you understand what I said?,私の言ったこと、わかりましたか？,你明白我说的话了吗？,제가 말한 내용을 이해하셨나요?,"Ты понял, что я сказала?"
445,4,Intermediate 2,General Conversation,Making Yourself Understood,"Jes, mi komprenis","Yes, I understood.",はい、理解しました。,好的，我明白了。,"네, 이해했습니다.","Да, я понял."
446,4,Intermediate 2,General Conversation,Making Yourself Understood,"Pardonu, mi ne komprenis","Sorry, I didn't understand.",申し訳ありません、よく分かりませんでした。,抱歉，我没听明白。,"죄송해요, 이해하지 못했어요.","Извини, я не поняла."
447,5,Intermediate 3,General Conversation,Making Yourself Understood,Kion ĉi tio signifas?,What does this mean?,これはどういう意味ですか？,这是什么意思？,이게 무슨 뜻인가요?,Что это значит?
448,5,Intermediate 3,General Conversation,Making Yourself Understood,Mi havas nenian ideon,I've got no idea.,全く分かりません。,我一点头绪都没有。,잘 모르겠어요.,Понятия не имею.
449,6,Advanced 1,General Conversation,Making Yourself Understood,Mi havas akĉenton,I've got an accent.,なまりがあります。,我带有口音。,저는 악센트가 있어요.,У меня есть акцент.
450,6,Advanced 1,General Conversation,Making Yourself Understood,Ĝi estas malfacila lingvo,It's a hard language.,難しい言語です。,这是一门很难的语言。,어려운 언어예요.,Это сложный язык.
451,6,Advanced 1,General Conversation,Making Yourself Understood,"Bonvolu ripeti, mi petas","Say that again, please.",もう一度お願いします。,请再说一遍。,다시 한 번 말씀해 주세요.,"Повторите, пожалуйста."
452,7,Advanced 2,General Conversation,Making Yourself Understood,Ĉu vi povas paroli pli malrapide?,Can you speak more slowly?,もう少しゆっくり話していただけますか。,你能说慢一点吗？,좀 더 천천히 말씀해 주시겠어요?,Ты можешь говорить помедленнее?
453,7,Advanced 2,General Conversation,Making Yourself Understood,Kiel oni prononcas ĉi tiun vorton?,How do you pronounce this word?,この単語はどのように発音しますか？,这个词怎么读？,이 단어는 어떻게 발음하나요?,Как произносится это слово?
454,8,Advanced 3,General Conversation,Making Yourself Understood,Ĉu vi povas literumi ĝin?,Can you spell it?,つづりを教えてもらえますか？,你能拼出来吗？,철자 말씀해 주실 수 있나요?,Можешь произнести его по буквам?
455,7,Advanced 2,General Conversation,Making Yourself Understood,Mia korea estas sufiĉe malbona,My Korean is pretty bad.,韓国語はあまり得意ではありません。,我的韩语不太好。,제 한국어 실력은 많이 부족해요.,Мой корейский довольно плохой.
456,7,Advanced 2,General Conversation,Making Yourself Understood,Parolu kun mi en la mandarena ĉina lingvo,Speak with me in Mandarin Chinese.,標準中国語（マンダリン）で話してください。,请用普通话和我交流。,저와 표준 중국어(만다린)로 대화해 주세요.,Говорите со мной на мандаринском диалекте китайского.
457,6,Advanced 1,General Conversation,Making Yourself Understood,Vi ne havas akĉenton,You haven't got an accent.,なまりが全くないですね。,你没有口音。,당신은 악센트가 없네요.,У тебя нет акцента.
458,8,Advanced 3,General Conversation,Making Yourself Understood,Pardonu? Kion vi diris?,Pardon? What did you say?,すみません、今なんとおっしゃいましたか？,不好意思，你刚才说什么？,"죄송해요, 뭐라고 말씀하셨나요?",Извините? Что вы сказали?
459,8,Advanced 3,General Conversation,Making Yourself Understood,Kion signifas tiu vorto angle?,What does that word mean in English?,その単語は英語でどういう意味ですか？,那个词用英语是什么意思？,그 단어는 영어로 무슨 뜻인가요?,Что означает это слово на английском?
460,9,Expert 1,General Conversation,Making Yourself Understood,Kiel oni skribas tion?,How do you spell that?,どのように綴りますか？,这个怎么拼写？,그거 어떻게 철자해요?,Как это пишется?
461,8,Advanced 3,General Conversation,Making Yourself Understood,Kiel oni diras tion ĉeĥe?,How do you say it in Czech?,チェコ語で何と言いますか？,用捷克语怎么说？,체코어로 어떻게 말하나요?,Как это по-чешски?
462,9,Expert 1,General Conversation,Making Yourself Understood,Kiel tio nomiĝas pole?,What is that called in Polish?,それはポーランド語で何と言いますか？,这个用波兰语怎么说？,그것을 폴란드어로 뭐라고 하나요?,Как это называется по-польски?
463,9,Expert 1,General Conversation,Making Yourself Understood,Ĉu mi ĝuste ĝin prononcas?,Am I pronouncing it correctly?,発音は合っていますか？,我发音正确吗？,제가 발음을 제대로 하고 있나요?,Я правильно её произношу?
464,9,Expert 1,General Conversation,Making Yourself Understood,Kiel oni povas traduki tion?,How can that be translated?,それはどのように訳せますか？,这要怎么翻译？,그것을 어떻게 번역할 수 있나요?,Как это можно перевести?
465,9,Expert 1,General Conversation,Making Yourself Understood,Vi parolas tro rapide,You are speaking too fast.,話すのが速すぎます。,你说得太快了。,말씀이 너무 빠르세요.,Вы говорите слишком быстро.
466,5,Intermediate 3,General Conversation,Making Yourself Understood,Kion mi diru?,What should I say?,何て言えばいいんだろう？,我该说什么？,무슨 말을 해야 할까요?,Что я должен сказать?
467,1,Beginner 1,General Conversation,Agreeing & Disagreeing,Mi konsentas kun vi,I agree with you.,あなたに同意します。,我同意你的看法。,저도 동의합니다.,Я согласна с тобой.
468,1,Beginner 1,General Conversation,Agreeing & Disagreeing,Mi malkonsentas,I disagree.,私はそうは思いません。,我不同意。,동의하지 않습니다.,Я не согласен.
469,1,Beginner 1,General Conversation,Agreeing & Disagreeing,Vi pravas,You are right.,おっしゃる通りです。,你说得对。,맞아요.,Ты права.
470,1,Beginner 1,General Conversation,Agreeing & Disagreeing,Tio estas vera,That's true.,その通りです。,确实如此。,맞아요.,Это правда.
471,2,Beginner 2,General Conversation,Agreeing & Disagreeing,Ĉu vi ne konsentas?,Don't you agree?,そう思いませんか？,你不觉得吗？,동의하지 않으세요?,Разве ты не согласна?
472,2,Beginner 2,General Conversation,Agreeing & Disagreeing,Mi tute konsentas,I entirely agree.,全く同感です。,我完全同意。,전적으로 동의합니다.,Я полностью согласна.
473,2,Beginner 2,General Conversation,Agreeing & Disagreeing,Vi tiel pravas,You are so right.,本当にその通りですね。,你说得太对了。,정말 맞는 말이에요.,Ты так права.
474,4,Intermediate 2,General Conversation,Agreeing & Disagreeing,Ĉu vi ne pensas tiel?,Don't you think so?,そう思いませんか？,你不觉得吗？,그렇지 않나요?,Разве ты так не думаешь?
475,4,Intermediate 2,General Conversation,Agreeing & Disagreeing,"Ho, certe ne!","Oh, surely not!",まさか、そんなことないでしょう！,哦，怎么会呢！,"아, 설마요!","О, конечно нет!"
476,2,Beginner 2,General Conversation,Agreeing & Disagreeing,Mi ne konsentas kun via opinio,I don't agree with your opinion.,あなたの意見には賛成できません。,我不同意你的看法。,저는 당신의 의견에 동의하지 않습니다.,Я не согласна с вашим мнением.
477,5,Intermediate 3,General Conversation,Agreeing & Disagreeing,"Ĉu mi povas demandi, ĉu vi konsentas?",Can I ask if you agree?,ご賛同いただけますか？,我可以问问你是否同意吗？,동의하시는지 여쭤봐도 될까요?,"Могу я спросить, согласна ли ты?"
478,5,Intermediate 3,General Conversation,Agreeing & Disagreeing,"Fakte, ankaŭ mi tiel pensas","Actually, I think the same.",実は、私も同じ考えです。,其实我也这么想。,저도 사실 같은 생각이에요.,"Вообще-то, я тоже так думаю."
479,5,Intermediate 3,General Conversation,Agreeing & Disagreeing,"Ĉu vi konsentas, ke tio estas mensogo?",Do you agree that it is a lie?,それが嘘だということに同意しますか？,你同意这是谎言吗？,그것이 거짓말이라는 데 동의하시나요?,"Ты согласна, что это ложь?"
480,5,Intermediate 3,General Conversation,Agreeing & Disagreeing,"Ho ne, mi ne konsentas","Oh, I don't agree.",いえ、私はそうは思いません。,哦，我不同意。,"아, 저는 동의하지 않아요.","О нет, я не согласна."
481,4,Intermediate 2,General Conversation,Agreeing & Disagreeing,"Mi timas, ke ne",I'm afraid not.,残念ながら、そうではありません。,恐怕不行。,죄송하지만 어렵겠습니다.,"Боюсь, что нет."
482,4,Intermediate 2,General Conversation,Agreeing & Disagreeing,Mi tute ne estas konvinkita,I'm not at all convinced.,まったく納得できません。,我一点也不信。,저는 전혀 확신이 들지 않아요.,Я абсолютно не убеждён.
483,5,Intermediate 3,General Conversation,Agreeing & Disagreeing,Mi komprenas lian vidpunkton,I can see his point.,彼の言いたいことは分かります。,我能理解他的观点。,그의 말이 이해돼요.,Я понимаю его точку зрения.
484,8,Advanced 3,General Conversation,Agreeing & Disagreeing,Tio ne estas la sama afero,That's not the same thing.,それは同じことではありません。,那不是一回事。,그건 같은 게 아니에요.,Это не то же самое.
485,7,Advanced 2,General Conversation,Agreeing & Disagreeing,"Jes, ĉi tio estas bonega filmo","Yes, this is a great film.",はい、これは素晴らしい映画です。,是的，这是一部很棒的电影。,"네, 정말 훌륭한 영화예요.","Да, это отличный фильм."
486,8,Advanced 3,General Conversation,Agreeing & Disagreeing,Tio estas ĝuste mia vidpunkto,That's exactly my point of view.,まさに私の考えと同じです。,这正是我的观点。,저도 바로 그렇게 생각해요.,Это в точности соответствует моей точке зрения.
487,7,Advanced 2,General Conversation,Agreeing & Disagreeing,Ankaŭ mi tiel pensis,"That's what I was thinking, too.",私も同じことを考えていました。,我也是这么想的。,저도 그렇게 생각하고 있었어요.,Я тоже об этом думала.
488,9,Expert 1,General Conversation,Agreeing & Disagreeing,"Jes, ĉio estas en plena ordo","Yes, that's quite in order.",はい、それで問題ありません。,是的，这完全没问题。,"네, 그렇게 하셔도 괜찮아요.","Да, всё в полном порядке."
489,8,Advanced 3,General Conversation,Agreeing & Disagreeing,"Mi ne pensas, ke iu ajn malkonsentus",I don't think anyone would disagree.,誰も異論はないと思います。,我想这点大家都会同意。,아무도 이견이 없을 것 같아요.,"Не думаю, что кто-нибудь не согласился бы."
490,9,Expert 1,General Conversation,Agreeing & Disagreeing,Mi ne povas kontraŭdiri tion,I can't argue with that.,それには異論はありません。,这我无可反驳。,그 말에는 반박할 수 없어요.,Я не могу с этим поспорить.
491,7,Advanced 2,General Conversation,Agreeing & Disagreeing,Mi vidas nenian malhelpon,I can't see any objection.,特に異論はありません。,我没有任何异议。,저는 아무런 이의가 없습니다.,Я не вижу каких-либо препятствий.
492,9,Expert 1,General Conversation,Agreeing & Disagreeing,"Mi ne povas diri, ke mi kunhavas vian vidpunkton",I can't say that I share your view.,あなたのご意見には賛同しかねます。,我不能说我同意你的看法。,저는 당신의 의견에 동의한다고 말할 수는 없어요.,"Не могу сказать, что я разделяю вашу точку зрения."
493,8,Advanced 3,General Conversation,Agreeing & Disagreeing,"Mi komprenas lian vidpunkton, sed mi tute malkonsentas kun ĝi","I can see his point, but I disagree with it completely.",彼の言いたいことは分かりますが、私はまったく同意できません。,我能理解他的观点，但我完全不同意。,"그의 말은 이해하지만, 전혀 동의하지 않습니다.","Я понимаю его точку зрения, но я полностью с ней не согласен."
494,7,Advanced 2,General Conversation,Agreeing & Disagreeing,"Mi timas, ke vi eraras",I'm afraid you're mistaken.,申し訳ありませんが、それは誤解かと思います。,恐怕你搞错了。,죄송하지만 착각하신 것 같아요.,"Боюсь, вы ошибаетесь."
495,9,Expert 1,General Conversation,Agreeing & Disagreeing,"Mi timas, ke tio estas sensencaĵo",I'm afraid that's nonsense.,恐れ入りますが、それはナンセンスです。,恐怕那是胡说八道。,그건 말도 안 돼요.,"Боюсь, это ерунда."
496,7,Advanced 2,General Conversation,Agreeing & Disagreeing,"Pardonu, sed tio estas neebla","I'm sorry, but that's impossible.",申し訳ありませんが、それは不可能です。,很抱歉，但那是不可能的。,"죄송하지만, 그건 불가능해요.","Прости, но это невозможно."
